The Diary Of Jane (Acoustic Version) (Bonus Track)|Breaking Benjamin|Phobia (Asian Edition)|Alternative Metal; Post-Grunge|188|2006
So Cold (Acoustic Version) (Bonus Track)|Breaking Benjamin|Phobia (Asian Edition)|Alternative Metal; Post-Grunge|236|2006
Rain (2005) (Bonus Track)|Breaking Benjamin|Phobia (Asian Edition)|Alternative Metal; Post-Grunge|202|2006
Polyamorous|Breaking Benjamin|Phobia (Collectors Edition) (Live At The Stabler Arena)|Alternative Metal; Post-Grunge|188|2007
Home|Breaking Benjamin|Phobia (Collectors Edition) (Live At The Stabler Arena)|Alternative Metal; Post-Grunge|253|2007
Shallow Bay|Breaking Benjamin|Phobia (Collectors Edition) (Live At The Stabler Arena)|Alternative Metal; Post-Grunge|296|2007
Breakdown|Breaking Benjamin|Phobia (Collectors Edition) (Live At The Stabler Arena)|Alternative Metal; Post-Grunge|242|2007
Topless|Breaking Benjamin|Phobia (Collectors Edition) (Live At The Stabler Arena)|Alternative Metal; Post-Grunge|179|2007
Away|Breaking Benjamin|Phobia (Collectors Edition) (Live At The Stabler Arena)|Alternative Metal; Post-Grunge|209|2007
The Diary Of Jane|Breaking Benjamin|Phobia (Collectors Edition) (Live At The Stabler Arena)|Alternative Metal; Post-Grunge|297|2007
Dance With The Devil|Breaking Benjamin|Phobia (Collectors Edition) (Live At The Stabler Arena)|Alternative Metal; Post-Grunge|226|2007
Until The End|Breaking Benjamin|Phobia (Collectors Edition) (Live At The Stabler Arena)|Alternative Metal; Post-Grunge|247|2007
Had Enough|Breaking Benjamin|Phobia (Collectors Edition) (Live At The Stabler Arena)|Alternative Metal; Post-Grunge|232|2007
Sooner Or Later|Breaking Benjamin|Phobia (Collectors Edition) (Live At The Stabler Arena)|Alternative Metal; Post-Grunge|216|2007
Break My Fall|Breaking Benjamin|Phobia (Collectors Edition) (Live At The Stabler Arena)|Alternative Metal; Post-Grunge|217|2007
So Cold|Breaking Benjamin|Phobia (Collectors Edition) (Live At The Stabler Arena)|Alternative Metal; Post-Grunge|304|2007
Breath|Breaking Benjamin|Phobia (Collectors Edition) (Live At The Stabler Arena)|Alternative Metal; Post-Grunge|232|2007
Evil Angel|Breaking Benjamin|Phobia (Collectors Edition) (Live At The Stabler Arena)|Alternative Metal; Post-Grunge|220|2007
Intro|Breaking Benjamin|Phobia (Collectors Edition) (Live At The Stabler Arena)|Alternative Metal; Post-Grunge|45|2007
Wish I May|Breaking Benjamin|Saturate|Alternative Metal; Post-Grunge|238|2002
Medicate|Breaking Benjamin|Saturate|Alternative Metal; Post-Grunge|225|2002
Polyamorous|Breaking Benjamin|Saturate|Alternative Metal; Post-Grunge|177|2002
Skin|Breaking Benjamin|Saturate|Alternative Metal; Post-Grunge|200|2002
Natural Life|Breaking Benjamin|Saturate|Alternative Metal; Post-Grunge|240|2002
Next To Nothing|Breaking Benjamin|Saturate|Alternative Metal; Post-Grunge|223|2002
Water|Breaking Benjamin|Saturate|Alternative Metal; Post-Grunge|252|2002
Home|Breaking Benjamin|Saturate|Alternative Metal; Post-Grunge|217|2002
Phase|Breaking Benjamin|Saturate|Alternative Metal; Post-Grunge|271|2002
No Games|Breaking Benjamin|Saturate|Alternative Metal; Post-Grunge|215|2002
Sugarcoat|Breaking Benjamin|Saturate|Alternative Metal; Post-Grunge|218|2002
Shallow Bay|Breaking Benjamin|Saturate|Alternative Metal; Post-Grunge|245|2002
Forever (Hidden Bonus Track)|Breaking Benjamin|Saturate|Alternative Metal; Post-Grunge|234|2002
Polyamorous|Breaking Benjamin|Shallow Bay: The Best Of Breaking Benjamin (Deluxe Edition) Disk 1|Alternative Metal; Post-Grunge|177|2011
Skin|Breaking Benjamin|Shallow Bay: The Best Of Breaking Benjamin (Deluxe Edition) Disk 1|Alternative Metal; Post-Grunge|201|2011
Medicate|Breaking Benjamin|Shallow Bay: The Best Of Breaking Benjamin (Deluxe Edition) Disk 1|Alternative Metal; Post-Grunge|226|2011
So Cold|Breaking Benjamin|Shallow Bay: The Best Of Breaking Benjamin (Deluxe Edition) Disk 1|Alternative Metal; Post-Grunge|274|2011
Sooner Or Later|Breaking Benjamin|Shallow Bay: The Best Of Breaking Benjamin (Deluxe Edition) Disk 1|Alternative Metal; Post-Grunge|219|2011
Rain|Breaking Benjamin|Shallow Bay: The Best Of Breaking Benjamin (Deluxe Edition) Disk 1|Alternative Metal; Post-Grunge|205|2011
The Diary Of Jane|Breaking Benjamin|Shallow Bay: The Best Of Breaking Benjamin (Deluxe Edition) Disk 1|Alternative Metal; Post-Grunge|201|2011
Breath|Breaking Benjamin|Shallow Bay: The Best Of Breaking Benjamin (Deluxe Edition) Disk 1|Alternative Metal; Post-Grunge|219|2011
Until The End|Breaking Benjamin|Shallow Bay: The Best Of Breaking Benjamin (Deluxe Edition) Disk 1|Alternative Metal; Post-Grunge|253|2011
I Will Not Bow|Breaking Benjamin|Shallow Bay: The Best Of Breaking Benjamin (Deluxe Edition) Disk 1|Alternative Metal; Post-Grunge|217|2011
Lights Out|Breaking Benjamin|Shallow Bay: The Best Of Breaking Benjamin (Deluxe Edition) Disk 1|Alternative Metal; Post-Grunge|214|2011
Give Me A Sign|Breaking Benjamin|Shallow Bay: The Best Of Breaking Benjamin (Deluxe Edition) Disk 1|Alternative Metal; Post-Grunge|259|2011
Blow Me Away (Featuring Valora)|Breaking Benjamin|Shallow Bay: The Best Of Breaking Benjamin (Deluxe Edition) Disk 1|Alternative Metal; Post-Grunge|189|2011
Ordinary Man (Japanese B-Side)|Breaking Benjamin|Shallow Bay: The Best Of Breaking Benjamin (Deluxe Edition) Disk 2|Alternative Metal; Post-Grunge|211|2011
Water (Self-Titled Independent EP)|Breaking Benjamin|Shallow Bay: The Best Of Breaking Benjamin (Deluxe Edition) Disk 2|Alternative Metal; Post-Grunge|244|2011
Who Wants To Live Forever (Queen Cover, New Mix)|Breaking Benjamin|Shallow Bay: The Best Of Breaking Benjamin (Deluxe Edition) Disk 2|Alternative Metal; Post-Grunge|193|2011
I Will Not Bow (Acoustic + Strings Mix)|Breaking Benjamin|Shallow Bay: The Best Of Breaking Benjamin (Deluxe Edition) Disk 2|Alternative Metal; Post-Grunge|247|2011
Better Days (Previously Unreleased)|Breaking Benjamin|Shallow Bay: The Best Of Breaking Benjamin (Deluxe Edition) Disk 2|Alternative Metal; Post-Grunge|204|2011
Polyamorous (Acoustic, Previously Unreleased)|Breaking Benjamin|Shallow Bay: The Best Of Breaking Benjamin (Deluxe Edition) Disk 2|Alternative Metal; Post-Grunge|186|2011
Lie To Me (Previously Unreleased)|Breaking Benjamin|Shallow Bay: The Best Of Breaking Benjamin (Deluxe Edition) Disk 2|Alternative Metal; Post-Grunge|246|2011
Lady Bug (Japanese B-Side)|Breaking Benjamin|Shallow Bay: The Best Of Breaking Benjamin (Deluxe Edition) Disk 2|Alternative Metal; Post-Grunge|186|2011
Enjoy The Silence (Depeche Mode Cover, Previously Unreleased)|Breaking Benjamin|Shallow Bay: The Best Of Breaking Benjamin (Deluxe Edition) Disk 2|Alternative Metal; Post-Grunge|208|2011
Until The End (Live Acoustic)|Breaking Benjamin|Shallow Bay: The Best Of Breaking Benjamin (Deluxe Edition) Disk 2|Alternative Metal; Post-Grunge|282|2011
Breath (Live Acoustic)|Breaking Benjamin|Shallow Bay: The Best Of Breaking Benjamin (Deluxe Edition) Disk 2|Alternative Metal; Post-Grunge|296|2011
So Cold|Breaking Benjamin|We Are Not Alone (Japanese Limited Edition)|Alternative Metal; Post-Grunge|274|2004
Simple Design|Breaking Benjamin|We Are Not Alone (Japanese Limited Edition)|Alternative Metal; Post-Grunge|255|2004
Follow|Breaking Benjamin|We Are Not Alone (Japanese Limited Edition)|Alternative Metal; Post-Grunge|198|2004
Firefly|Breaking Benjamin|We Are Not Alone (Japanese Limited Edition)|Alternative Metal; Post-Grunge|187|2004
Break My Fall|Breaking Benjamin|We Are Not Alone (Japanese Limited Edition)|Alternative Metal; Post-Grunge|204|2004
Forget It|Breaking Benjamin|We Are Not Alone (Japanese Limited Edition)|Alternative Metal; Post-Grunge|217|2004
Sooner Or Later|Breaking Benjamin|We Are Not Alone (Japanese Limited Edition)|Alternative Metal; Post-Grunge|219|2004
Breakdown|Breaking Benjamin|We Are Not Alone (Japanese Limited Edition)|Alternative Metal; Post-Grunge|216|2004
Away|Breaking Benjamin|We Are Not Alone (Japanese Limited Edition)|Alternative Metal; Post-Grunge|192|2004
Believe|Breaking Benjamin|We Are Not Alone (Japanese Limited Edition)|Alternative Metal; Post-Grunge|199|2004
Rain|Breaking Benjamin|We Are Not Alone (Japanese Limited Edition)|Alternative Metal; Post-Grunge|206|2004
Ordinary Man (Bonus Track)|Breaking Benjamin|We Are Not Alone (Japanese Limited Edition)|Alternative Metal; Post-Grunge|210|2004
Lady Bug (Bonus Track)|Breaking Benjamin|We Are Not Alone (Japanese Limited Edition)|Alternative Metal; Post-Grunge|183|2004
So Cold|Breaking Benjamin|We Are Not Alone (Platinum Re-release)|Alternative Metal; Post-Grunge|273|2004
Simple Design|Breaking Benjamin|We Are Not Alone (Platinum Re-release)|Alternative Metal; Post-Grunge|255|2004
Follow|Breaking Benjamin|We Are Not Alone (Platinum Re-release)|Alternative Metal; Post-Grunge|198|2004
Firefly|Breaking Benjamin|We Are Not Alone (Platinum Re-release)|Alternative Metal; Post-Grunge|187|2004
Break My Fall|Breaking Benjamin|We Are Not Alone (Platinum Re-release)|Alternative Metal; Post-Grunge|205|2004
Forget It|Breaking Benjamin|We Are Not Alone (Platinum Re-release)|Alternative Metal; Post-Grunge|217|2004
Sooner Or Later|Breaking Benjamin|We Are Not Alone (Platinum Re-release)|Alternative Metal; Post-Grunge|219|2004
Breakdown|Breaking Benjamin|We Are Not Alone (Platinum Re-release)|Alternative Metal; Post-Grunge|216|2004
Away|Breaking Benjamin|We Are Not Alone (Platinum Re-release)|Alternative Metal; Post-Grunge|192|2004
Believe|Breaking Benjamin|We Are Not Alone (Platinum Re-release)|Alternative Metal; Post-Grunge|200|2004
Rain|Breaking Benjamin|We Are Not Alone (Platinum Re-release)|Alternative Metal; Post-Grunge|205|2004
Rain (2005) (Hidden Track)|Breaking Benjamin|We Are Not Alone (Platinum Re-release)|Alternative Metal; Post-Grunge|202|2004
Bang It Out (ft. Karmin)|Breathe Carolina|Savages|Pop|252|2014
Bury Me|Breathe Carolina|Savages|Pop|231|2014
Chasing Hearts (ft. Tyler Carter)|Breathe Carolina|Savages|Pop|237|2014
Collide|Breathe Carolina|Savages|Pop|224|2014
I Don't Know What I'm Doing|Breathe Carolina|Savages|Pop|266|2014
Mistakes|Breathe Carolina|Savages|Pop|246|2014
Please Don't Stay|Breathe Carolina|Savages|Pop|232|2014
Savages|Breathe Carolina|Savages|Pop|201|2014
Sellouts (ft. Danny Worsnop)|Breathe Carolina|Savages|Pop|288|2014
Shadows|Breathe Carolina|Savages|Pop|256|2014
Shots Fired|Breathe Carolina|Savages|Pop|259|2014
Shed Light|Bring Me The Horizon|Bonus|Hardcore|231|2007
Eyeless|Bring Me The Horizon|Bonus|Hardcore|244|2007
Traitors Never Play Hangman (Acoustic)|Bring Me The Horizon|Bonus|Hardcore|238|2007
Pray for Plagues|Bring Me The Horizon|Count Your Blessings|Rock|263|2006
Tell Slater Not to Wash His Dick|Bring Me The Horizon|Count Your Blessings|Rock|212|2006
Braille (For Stevie Wonder's Eyes Only)|Bring Me The Horizon|Count Your Blessings|Rock|271|2006
A Lot Like Vegas|Bring Me The Horizon|Count Your Blessings|Rock|131|2006
Black & Blue|Bring Me The Horizon|Count Your Blessings|Rock|275|2006
Slow Dance|Bring Me The Horizon|Count Your Blessings|Rock|78|2006
Liquor & Love Lost|Bring Me The Horizon|Count Your Blessings|Rock|161|2006
(I Used to Make Out With) Medusa|Bring Me The Horizon|Count Your Blessings|Rock|340|2006
Fifteen Fathoms, Counting|Bring Me The Horizon|Count Your Blessings|Rock|118|2006
Off the Heezay|Bring Me The Horizon|Count Your Blessings|Rock|340|2006
Can You Feel My Heart?|Bring Me The Horizon|Sempiternal|Metalcore|227|2013
The House Of Wolves|Bring Me The Horizon|Sempiternal|Metalcore|205|2013
Empire (Let Them Sing)|Bring Me The Horizon|Sempiternal|Metalcore|225|2013
Sleepwalking|Bring Me The Horizon|Sempiternal|Metalcore|230|2013
Go To Hell, For Heavens Sake|Bring Me The Horizon|Sempiternal|Metalcore|243|2013
Shadow Moses|Bring Me The Horizon|Sempiternal|Metalcore|243|2013
And The Snakes Start To Sing|Bring Me The Horizon|Sempiternal|Metalcore|301|2013
Seen It All Before|Bring Me The Horizon|Sempiternal|Metalcore|247|2013
Anti-Vist|Bring Me The Horizon|Sempiternal|Metalcore|193|2013
Crooked Young|Bring Me The Horizon|Sempiternal|Metalcore|214|2013
Hospital For Souls|Bring Me The Horizon|Sempiternal|Metalcore|404|2013
The Comedown|Bring Me The Horizon|Suicide Season|Deathcore|249|2008
Chelsea Smile|Bring Me The Horizon|Suicide Season|Deathcore|302|2008
It Was Written In Blood|Bring Me The Horizon|Suicide Season|Deathcore|242|2008
Death Breath|Bring Me The Horizon|Suicide Season|Deathcore|260|2008
Football season is over|Bring Me The Horizon|Suicide Season|Deathcore|115|2008
Sleep with one eye open|Bring Me The Horizon|Suicide Season|Deathcore|256|2008
Diamonds aren't forever|Bring Me The Horizon|Suicide Season|Deathcore|228|2008
The sadness will never end|Bring Me The Horizon|Suicide Season|Deathcore|322|2008
No need for introductions, I've read about you on the the back of toilet doors|Bring Me The Horizon|Suicide Season|Deathcore|59|2008
Suicide season|Bring Me The Horizon|Suicide Season|Deathcore|499|2008
Crucify Me|Bring Me The Horizon|There Is A Hell, Believe Me I've Seen It. There is a Heaven, Let's Keep It secret.|Deathcore|373|2010
Anthem|Bring Me The Horizon|There Is A Hell, Believe Me I've Seen It. There is a Heaven, Let's Keep It secret.|Deathcore|289|2010
It Never Ends|Bring Me the Horizon|There Is A Hell, Believe Me I've Seen It. There is a Heaven, Let's Keep It secret.|Deathcore|274|2010
Fuck (featuring Josh Franceschi)|Bring Me The Horizon|There Is A Hell, Believe Me I've Seen It. There is a Heaven, Let's Keep It secret.|Deathcore|275|2010
Don't Go|Bring Me The Horizon|There Is A Hell, Believe Me I've Seen It. There is a Heaven, Let's Keep It secret.|Deathcore|300|2010
Home Sweet Hole|Bring Me The Horizon|There Is A Hell, Believe Me I've Seen It. There is a Heaven, Let's Keep It secret.|Deathcore|275|2010
Alligator Blood|Bring Me The Horizon|There Is A Hell, Believe Me I've Seen It. There is a Heaven, Let's Keep It secret.|Deathcore|275|2010
Visions|Bring Me The Horizon|There Is A Hell, Believe Me I've Seen It. There is a Heaven, Let's Keep It secret.|Deathcore|250|2010
Blacklist|Bring Me The Horizon|There Is A Hell, Believe Me I've Seen It. There is a Heaven, Let's Keep It secret.|Deathcore|240|2010
Memorial|Bring Me The Horizon|There Is A Hell, Believe Me I've Seen It. There is a Heaven, Let's Keep It secret.|Deathcore|190|2010
Blessed With A Curse|Bring Me The Horizon|There Is A Hell, Believe Me I've Seen It. There is a Heaven, Let's Keep It secret.|Deathcore|305|2010
The Fox And Wolf|Bring Me The Horizon|There Is A Hell, Believe Me I've Seen It. There is a Heaven, Let's Keep It secret.|Deathcore|103|2010
Hand of Blood|Bullet For My Valentine|Bullet For My Valentine (EP)|Metalcore|217|2004
Cries in Vain|Bullet For My Valentine|Bullet For My Valentine (EP)|Metalcore|240|2004
Curses|Bullet For My Valentine|Bullet For My Valentine (EP)|Metalcore|239|2004
No Control|Bullet For My Valentine|Bullet For My Valentine (EP)|Metalcore|214|2004
Just Another Star|Bullet For My Valentine|Bullet For My Valentine (EP)|Metalcore|176|2004
Don't Need You|Bullet For My Valentine|Don't Need You|Metalcore|268|2016
Your Betrayal|Bullet For My Valentine|Fever|Metalcore|291|2010
Fever|Bullet For My Valentine|Fever|Metalcore|237|2010
The Last Fight|Bullet For My Valentine|Fever|Metalcore|259|2010
A Place Where You Belong|Bullet For My Valentine|Fever|Metalcore|306|2010
Pleasure And Pain|Bullet For My Valentine|Fever|Metalcore|233|2010
Alone|Bullet For My Valentine|Fever|Metalcore|356|2010
Breaking Out, Breaking Down|Bullet For My Valentine|Fever|Metalcore|244|2010
Bittersweet Memories|Bullet For My Valentine|Fever|Metalcore|308|2010
Dignity|Bullet For My Valentine|Fever|Metalcore|269|2010
Begging For Mercy|Bullet For My Valentine|Fever|Metalcore|236|2010
Pretty On The Outside|Bullet For My Valentine|Fever|Metalcore|235|2010
The Last Fight (Piano Version)|Bullet For My Valentine|Fever|Metalcore|278|2010
4 Words (To Choke Upon)|Bullet For My Valentine|Hand of Blood (EP)|Metalcore|223|2005
Hand of Blood|Bullet For My Valentine|Hand of Blood (EP)|Metalcore|217|2005
Cries in Vain|Bullet For My Valentine|Hand of Blood (EP)|Metalcore|240|2005
Curses|Bullet For My Valentine|Hand of Blood (EP)|Metalcore|239|2005
No Control|Bullet For My Valentine|Hand of Blood (EP)|Metalcore|214|2005
Just Another Star|Bullet For My Valentine|Hand of Blood (EP)|Metalcore|176|2005
Intro|Bullet For My Valentine|The Poison (Re-Issue)|Metalcore|141|2006
Her Voice Resides|Bullet For My Valentine|The Poison (Re-Issue)|Metalcore|258|2006
4 Words (To Choke Upon)|Bullet For My Valentine|The Poison (Re-Issue)|Metalcore|223|2006
Tears Don't Fall|Bullet For My Valentine|The Poison (Re-Issue)|Metalcore|348|2006
Suffocating Under Words Of Sorrow (What Can I Do)|Bullet For My Valentine|The Poison (Re-Issue)|Metalcore|215|2006
Hit The Floor|Bullet For My Valentine|The Poison (Re-Issue)|Metalcore|210|2006
All These Things I Hate (Revolve Around Me)|Bullet For My Valentine|The Poison (Re-Issue)|Metalcore|225|2006
Room 409|Bullet For My Valentine|The Poison (Re-Issue)|Metalcore|241|2006
The Poison|Bullet For My Valentine|The Poison (Re-Issue)|Metalcore|219|2006
10 Years Today|Bullet For My Valentine|The Poison (Re-Issue)|Metalcore|236|2006
Cries In Vain|Bullet For My Valentine|The Poison (Re-Issue)|Metalcore|236|2006
Spit You Out|Bullet For My Valentine|The Poison (Re-Issue)|Metalcore|247|2006
The End|Bullet For My Valentine|The Poison (Re-Issue)|Metalcore|406|2006
7 Days|Bullet For My Valentine|The Poison (Re-Issue)|Metalcore|203|2006
My Fist, Your Mouth, Her Scars|Bullet For My Valentine|The Poison (Re-Issue)|Metalcore|231|2006
Spit you out (live at Brixton)|Bullet For My Valentine|The Poison (Re-Issue)|Metalcore|271|2006
All These Things I Hate (Revolve Around Me) (live at Brixton)|Bullet For My Valentine|The Poison (Re-Issue)|Metalcore|254|2006
My Fist, Your Mouth, Her Scars|Bullet For My Valentine|Rare Cuts (EP)|Metalcore|232|2007
7 Days|Bullet For My Valentine|Rare Cuts (EP)|Metalcore|204|2007
Welcome Home (Sanitarium)|Bullet For My Valentine|Rare Cuts (EP)|Metalcore|373|2007
Domination (Pantera Cover)|Bullet For My Valentine|Rare Cuts (EP)|Metalcore|305|2007
Tears Don't Fall (Acoustic)|Bullet For My Valentine|Rare Cuts (EP)|Metalcore|277|2007
Scream Aim Fire|Bullet For My Valentine|Scream Aim Fire (Deluxe Edition)|Metalcore|266|2008
Eye Of The Storm|Bullet For My Valentine|Scream Aim Fire (Deluxe Edition)|Metalcore|242|2008
Hearts Burst Into Fire|Bullet For My Valentine|Scream Aim Fire (Deluxe Edition)|Metalcore|298|2008
Waking The Demon|Bullet For My Valentine|Scream Aim Fire (Deluxe Edition)|Metalcore|247|2008
Disappear|Bullet For My Valentine|Scream Aim Fire (Deluxe Edition)|Metalcore|245|2008
Deliver Us From Evil|Bullet For My Valentine|Scream Aim Fire (Deluxe Edition)|Metalcore|358|2008
Take It Out On Me|Bullet For My Valentine|Scream Aim Fire (Deluxe Edition)|Metalcore|352|2008
Say Goodnight|Bullet For My Valentine|Scream Aim Fire (Deluxe Edition)|Metalcore|283|2008
End Of Days|Bullet For My Valentine|Scream Aim Fire (Deluxe Edition)|Metalcore|258|2008
Last To Know|Bullet For My Valentine|Scream Aim Fire (Deluxe Edition)|Metalcore|195|2008
Forever And Always|Bullet For My Valentine|Scream Aim Fire (Deluxe Edition)|Metalcore|410|2008
Road to Nowhere|Bullet For My Valentine|Scream Aim Fire (Deluxe Edition)|Metalcore|259|2008
Watching Us Die Tonight|Bullet For My Valentine|Scream Aim Fire (Deluxe Edition)|Metalcore|233|2008
One Good Reason Why|Bullet For My Valentine|Scream Aim Fire (Deluxe Edition)|Metalcore|244|2008
Ashes Of The Innocent|Bullet For My Valentine|Scream Aim Fire (Deluxe Edition)|Metalcore|255|2008
Breaking Point|Bullet For My Valentine|Temper Temper|Metalcore|222|2013
Truth Hurts|Bullet For My Valentine|Temper Temper|Metalcore|216|2013
Temper Temper|Bullet For My Valentine|Temper Temper|Metalcore|188|2013
P.O.W.|Bullet For My Valentine|Temper Temper|Metalcore|233|2013
Dirty Little Secret|Bullet For My Valentine|Temper Temper|Metalcore|295|2013
Leech|Bullet For My Valentine|Temper Temper|Metalcore|239|2013
Dead To The World|Bullet For My Valentine|Temper Temper|Metalcore|315|2013
Riot|Bullet For My Valentine|Temper Temper|Metalcore|169|2013
Saints & Sinners|Bullet For My Valentine|Temper Temper|Metalcore|209|2013
Tears Don't Fall (Part 2)|Bullet For My Valentine|Temper Temper|Metalcore|338|2013
Livin' Life (On The Edge Of A Knife)|Bullet For My Valentine|Temper Temper|Metalcore|242|2013
Not Invincible|Bullet For My Valentine|Temper Temper|Metalcore|206|2013
Whole Lotta Rosie [Live At BBC Radio 1]|Bullet For My Valentine|Temper Temper|Metalcore|250|2013
Scream Aim Fire [Live At BBC Radio 1]|Bullet For My Valentine|Temper Temper|Metalcore|305|2013
Playing With Fire|Bullet For My Valentine|Temper Temper|Metalcore|170|2013
V|Bullet For My Valentine|Venom|Metalcore|85|2015
No Way Out|Bullet For My Valentine|Venom|Metalcore|236|2015
Army of Noise|Bullet For My Valentine|Venom|Metalcore|258|2015
Worthless|Bullet For My Valentine|Venom|Metalcore|196|2015
You Want a Battle? (Here's a War)|Bullet For My Valentine|Venom|Metalcore|254|2015
Broken|Bullet For My Valentine|Venom|Metalcore|221|2015
Venom|Bullet For My Valentine|Venom|Metalcore|228|2015
The Harder the Heart (The Harder It Breaks)|Bullet For My Valentine|Venom|Metalcore|238|2015
Skin|Bullet For My Valentine|Venom|Metalcore|241|2015
Hell or High Water|Bullet For My Valentine|Venom|Metalcore|276|2015
Pariah|Bullet For My Valentine|Venom|Metalcore|225|2015
Man on Fire|Bury Tomorrow|Runes|Hardcore|240|2014
Shadow, A Creator|Bury Tomorrow|Runes|Hardcore|278|2014
The Torch|Bury Tomorrow|Runes|Hardcore|251|2014
Watcher|Bury Tomorrow|Runes|Hardcore|283|2014
Our Gift|Bury Tomorrow|Runes|Hardcore|215|2014
Darker Water|Bury Tomorrow|Runes|Hardcore|198|2014
Another Journey|Bury Tomorrow|Runes|Hardcore|187|2014
Under the Sun|Bury Tomorrow|Runes|Hardcore|209|2014
Year of the Harvest|Bury Tomorrow|Runes|Hardcore|210|2014
Garden of Thorns|Bury Tomorrow|Runes|Hardcore|301|2014
Divine Breath|Bury Tomorrow|Runes|Hardcore|88|2014
Of Glory|Bury Tomorrow|Runes|Hardcore|270|2014
Last of the Ice|Bury Tomorrow|Runes|Hardcore|213|2014
Hail the Lost|Bury Tomorrow|Runes|Hardcore|241|2014
The Torch (Acoustic Version)|Bury Tomorrow|Runes|Hardcore|205|2014
Watcher V.2|Bury Tomorrow|Runes|Hardcore|208|2014
Live Life|Capture The Crown|Live Life [EP]|Metalcore|238|2014
Rebearth|Capture The Crown|Live Life [EP]|Metalcore|233|2014
Bloodsuckers|Capture The Crown|Live Life [EP]|Metalcore|222|2014
All Hype All Night|Capture The Crown|Live Life [EP]|Metalcore|258|2014
When I Get Home|Capture The Crown|Live Life [EP]|Metalcore|209|2014
Reign of Terror|Capture the Crown|Reign of Terror|Metalcore; Post-Hardcore|84|2014
Red Light District|Capture the Crown|Reign of Terror|Metalcore; Post-Hardcore|185|2014
Smirk|Capture the Crown|Reign of Terror|Metalcore; Post-Hardcore|183|2014
To Whom It May Concern|Capture the Crown|Reign of Terror|Metalcore; Post-Hardcore|178|2014
I Hate You|Capture the Crown|Reign of Terror|Metalcore; Post-Hardcore|157|2014
Oxy Sunrise|Capture the Crown|Reign of Terror|Metalcore; Post-Hardcore|194|2014
Beating the Blade|Capture the Crown|Reign of Terror|Metalcore; Post-Hardcore|196|2014
Firestarter|Capture the Crown|Reign of Terror|Metalcore; Post-Hardcore|183|2014
Make War, Not Love|Capture the Crown|Reign of Terror|Metalcore; Post-Hardcore|218|2014
Janina|Capture the Crown|Reign of Terror|Metalcore; Post-Hardcore|190|2014
The Arrival|Capture The Crown|Til Death|Rock|61|2012
#OIMATEWTF (feat. Denis Shaforostov)|Capture The Crown|Til Death|Rock|217|2012
Fork Tongued|Capture The Crown|Til Death|Rock|189|2012
Ladies & Gentlemen... I Give You Hell|Capture The Crown|Til Death|Rock|231|2012
LAX|Capture The Crown|Til Death|Rock|143|2012
You Call That a Knife? This Is a Knife!|Capture The Crown|Til Death|Rock|247|2012
Storm In a Teacup|Capture The Crown|Til Death|Rock|202|2012
Help Me To Help You|Capture The Crown|Til Death|Rock|183|2012
Déjŕ Vu|Capture The Crown|Til Death|Rock|191|2012
Insomniac|Capture The Crown|Til Death|Rock|276|2012
RVG|Capture The Crown|Til Death|Rock|288|2012
'Til Death|Capture The Crown|Til Death|Rock|249|2012
The Departed 2.0|Capture The Crown|Til Death|Rock|238|2012
Welcome To My Worlds (Bonus Track)|Capture The Crown|Til Death|Rock|169|2012
Šanca|Cherry Street|Cherry Street|Punk-Rock|170|2016
Život|Cherry Street|Cherry Street|Punk-Rock|152|2016
Intro|A Day to Remember|And Their Name Was Treason|Post-Hardcore|42|2005
Heartless|A Day to Remember|And Their Name Was Treason|Post-Hardcore|165|2005
Your Way with Words is Through Silence|A Day to Remember|And Their Name Was Treason|Post-Hardcore|233|2005
A Second Glance|A Day to Remember|And Their Name Was Treason|Post-Hardcore|173|2005
Casablanca Sucked Anyways|A Day to Remember|And Their Name Was Treason|Post-Hardcore|177|2005
You Should Have Killed Me When You Had the Chance|A Day to Remember|And Their Name Was Treason|Post-Hardcore|214|2005
If Looks Could Kill|A Day to Remember|And Their Name Was Treason|Post-Hardcore|198|2005
You Had Me at Hello|A Day to Remember|And Their Name Was Treason|Post-Hardcore|269|2005
1958|A Day to Remember|And Their Name Was Treason|Post-Hardcore|269|2005
Sound the Alarm|A Day to Remember|And Their Name Was Treason|Post-Hardcore|109|2005
Right Where You Want Me to Be|A Day to Remember|Attack of the Killer B-Sides (EP)|Post-Hardcore|222|2010
Since You Been Gone|A Day to Remember|Attack of the Killer B-Sides (EP)|Post-Hardcore|198|2010
Another Song About the Weekend (Acoustic)|A Day to Remember|Attack of the Killer B-Sides (EP)|Post-Hardcore|222|2010
Over My Head (Cable Car) |A Day to Remember|Attack of the Killer B-Sides (EP)|Post-Hardcore|211|2010
City Of Ocala|A Day To Remember|Common Courtesy|Post-Hardcore|209|2013
Right Back At It Again|A Day To Remember|Common Courtesy|Post-Hardcore|200|2013
Sometimes You're The Hammer, Sometimes You're The Nail|A Day To Remember|Common Courtesy|Post-Hardcore|274|2013
Dead & Buried|A Day To Remember|Common Courtesy|Post-Hardcore|193|2013
Best Of Me|A Day To Remember|Common Courtesy|Post-Hardcore|207|2013
I'm Already Gone|A Day To Remember|Common Courtesy|Post-Hardcore|244|2013
Violence ( Enough Is Enough )|A Day To Remember|Common Courtesy|Post-Hardcore|241|2013
Life @ 11|A Day To Remember|Common Courtesy|Post-Hardcore|202|2013
